Date,GOOGLE,AMZN
3/10/08,207.017014,63.470001
3/11/08,220.140137,67.150002
3/12/08,220.310303,66.510002
3/13/08,221.72673,68.32
3/14/08,219.179184,68.220001
3/17/08,210.145142,66.529999
3/18/08,219.799805,71.699997
3/19/08,216.216217,70.169998
3/20/08,216.991989,73.190002
3/24/08,230.510513,75.949997
3/25/08,225.615616,75.169998
3/26/08,229.324326,73.800003
3/27/08,222.262268,70.800003
3/28/08,219.259262,69.760002
3/31/08,220.45546,71.300003
4/1/08,233.088089,76.699997
4/2/08,233.083084,77.370003
4/3/08,227.787781,74.940002
4/4/08,235.780777,76.870003
4/7/08,238.648651,76.900002
4/8/08,234.139145,77.300003
4/9/08,232.327332,74.389999
4/10/08,234.77478,74.830002
4/11/08,228.953949,71.989998
4/14/08,226.056061,72.610001
4/15/08,223.643646,72.5
4/16/08,227.742737,74.589996
4/17/08,224.994995,74.040001
4/18/08,269.974976,80.099998
4/21/08,269.164154,80.18
4/22/08,277.777771,79.599998
4/23/08,273.518524,81
4/24/08,271.791779,77.690002
4/25/08,272.302307,80.860001
4/28/08,276.336334,81.970001
4/29/08,279.514526,80.739998
4/30/08,287.432434,78.629997
5/1/08,296.836823,79.360001
5/2/08,290.935944,77.309998
5/5/08,297.747742,75.919998
5/6/08,293.47348,75.709999
5/7/08,289.789795,73.18
5/8/08,291.796783,72.790001
5/9/08,286.886902,72.410004
5/12/08,292.762756,74.529999
5/13/08,291.791779,74.559998
5/14/08,288.438446,74.199997
5/15/08,290.790802,76.120003
5/16/08,290.325317,76.459999
5/19/08,289.049042,82.290001
5/20/08,289.5896,80.720001
5/21/08,275.270264,78.300003
5/22/08,275.005005,79.260002
5/23/08,272.582581,78.349998
5/27/08,280.730743,80.620003
5/28/08,284.404419,80.080002
5/29/08,291.791779,80.349998
5/30/08,293.193207,81.620003
6/2/08,287.787781,80.230003
6/3/08,283.933929,80.110001
6/4/08,286.396393,81.5
6/5/08,293.443451,84.510002
6/6/08,283.783783,80.629997
6/9/08,279.214203,79.43
6/10/08,277.362366,79.620003
6/11/08,272.872864,77.279999
6/12/08,276.75174,76.150002
6/13/08,286.041046,79.169998
6/16/08,286.691681,81.699997
6/17/08,285.015015,82.970001
6/18/08,281.471466,82.519997
6/19/08,280.380371,84.260002
6/20/08,273.488495,81.099998
6/23/08,272.877869,80.68
6/24/08,271.421417,79.639999
6/25/08,275.775787,80.510002
6/26/08,264.674683,76.300003
6/27/08,264.299286,74.660004
6/30/08,263.47348,73.330002
7/1/08,267.632629,73.620003
7/2/08,263.783783,71.440002
7/3/08,268.768768,72
7/7/08,272.227234,72.489998
7/8/08,277.542542,75.040001
7/9/08,271.046051,70.610001
7/10/08,270.555542,70.629997
7/11/08,267.167175,68.540001
7/14/08,261.071075,66.279999
7/15/08,258.303314,67.029999
7/16/08,268.068054,71.839996
7/17/08,266.987,72.110001
7/18/08,240.900894,69.120003
7/21/08,234.634628,68.480003
7/22/08,238.793793,67.970001
7/23/08,244.854858,70.540001
7/24/08,238.04805,78.720001
7/25/08,246.236237,78.309998
7/28/08,238.798798,75.980003
7/29/08,241.796799,78.209999
7/30/08,241.591599,78.209999
7/31/08,237.112106,76.339996
8/1/08,234.164169,75.75
8/4/08,231.731735,75.709999
8/5/08,240.165161,79.110001
8/6/08,243.413406,78.089996
8/7/08,239.799805,76.949997
8/8/08,247.752747,80.510002
8/11/08,250.67067,88.089996
8/12/08,251.556549,87.25
8/13/08,250.265259,86.690002
8/14/08,252.998001,88.029999
8/15/08,255.330338,86.400002
8/18/08,249.399399,83.110001
8/19/08,245.495499,81.290001
8/20/08,242.742737,82.129997
8/21/08,243.508514,83.260002
8/22/08,245.540543,85.260002
8/25/08,241.74675,82.849998
8/26/08,237.317322,81.760002
8/27/08,234.524521,81.730003
8/28/08,237.127121,83.419998
8/29/08,231.876877,80.809998
9/2/08,232.857864,81.410004
9/3/08,232.437439,80.769997
9/4/08,225.355362,78.029999
9/5/08,222.347351,79.190002
9/8/08,210.185181,81.160004
9/9/08,209.539536,79.040001
9/10/08,207.287292,76.739998
9/11/08,217.092087,79.510002
9/12/08,219.049042,78.300003
9/15/08,217.147141,77.339996
9/16/08,221.686691,78.730003
9/17/08,207.452454,71.540001
9/18/08,219.759766,76.5
9/19/08,224.799805,81
9/22/08,215.285278,74.93
9/23/08,214.849854,71.760002
9/24/08,217.772766,69.959999
9/25/08,220.02002,72.080002
9/26/08,215.735733,70.699997
9/29/08,190.690689,63.349998
9/30/08,200.460464,72.760002
10/1/08,206.066071,69.580002
10/2/08,195.440445,67.360001
10/3/08,193.648651,67
10/6/08,185.790787,65.230003
10/7/08,173.178177,58.52
10/8/08,169.224228,61.02
10/9/08,164.654648,56
10/10/08,166.166168,56.25
10/13/08,190.700699,62.02
10/14/08,181.53653,55.860001
10/15/08,169.754761,48.720001
10/16/08,176.686691,50.290001
10/17/08,186.456451,50.650002
10/20/08,189.849854,52.970001
10/21/08,181.556549,50.23
10/22/08,178.013016,49.990002
10/23/08,176.336334,50.32
10/24/08,169.814819,48.959999
10/27/08,164.909912,49.580002
10/28/08,184.559555,56.040001
10/29/08,179.179184,56.889999
10/30/08,180.025024,56.709999
10/31/08,179.859863,57.240002
11/3/08,173.418411,55.77
11/4/08,183.653656,58.450001
11/5/08,171.29129,51.98
11/6/08,165.775772,47.220001
11/7/08,165.735733,49.209999
11/10/08,159.549545,48.459999
11/11/08,155.88588,46.299999
11/12/08,145.645645,41.560001
11/13/08,156.196198,44.93
11/14/08,155.165161,41.75
11/17/08,150.210205,39.689999
11/18/08,148.858856,38.439999
11/19/08,140.230225,35.84
11/20/08,129.909912,35.029999
11/21/08,131.346344,37.869999
11/24/08,128.848846,42.5
11/25/08,141.166168,42.189999
11/26/08,146.191193,43.959999
11/28/08,146.626633,42.700001
12/1/08,133.128128,40.470001
12/2/08,137.692688,41.189999
12/3/08,139.854858,45.209999
12/4/08,137.307312,47.32
12/5/08,142.137131,48.259998
12/8/08,151.206207,51.41
12/9/08,153.138138,51.25
12/10/08,154.56456,49.700001
12/11/08,150.260254,48.25
12/12/08,158.03804,51.25
12/15/08,155.490494,48.849998
12/16/08,162.802795,52.630001
12/17/08,157.777771,53.18
12/18/08,155.295288,52.080002
12/19/08,155.240234,51.560001
12/22/08,148.703705,49.84
12/23/08,149.159164,51.080002
12/24/08,151.626633,51.439999
12/26/08,150.330338,51.779999
12/29/08,148.858856,49.400002
12/30/08,151.706711,50.759998
12/31/08,153.978973,51.279999
1/2/09,160.820816,54.360001
1/5/09,164.189194,54.060001
1/6/09,167.197205,57.360001
1/7/09,161.166168,56.200001
1/8/09,162.757751,57.16
1/9/09,157.692688,55.509998
1/12/09,156.501495,51.919998
1/13/09,157.317322,51.450001
1/14/09,150.635635,48.490002
1/15/09,149.644638,51.439999
1/16/09,149.984985,51.59
1/20/09,141.51651,48.439999
1/21/09,151.691696,50.540001
1/22/09,153.403397,49.939999
1/23/09,162.512512,50.630001
1/26/09,162.097092,49.630001
1/27/09,165.905899,48.439999
1/28/09,174.509506,50.360001
1/29/09,171.831833,50
1/30/09,169.434433,58.82
2/2/09,170.45546,61.150002
2/3/09,170.395401,63.59
2/4/09,171.671677,61.060001
2/5/09,177.037033,63.18
2/6/09,185.825821,66.550003
2/9/09,189.57457,66.709999
2/10/09,179.434433,63.310001
2/11/09,179.199203,64.349998
2/12/09,181.706711,63.959999
2/13/09,179.019012,63.259998
2/17/09,171.501495,61.669998
2/18/09,176.731735,62.349998
2/19/09,171.491486,61.950001
2/20/09,173.398392,63.860001
2/23/09,165.19519,61.709999
2/24/09,172.897903,65.599998
2/25/09,170.990997,63.709999
2/26/09,168.758759,62.34
2/27/09,169.164169,64.790001
3/2/09,163.743744,61.990002
3/3/09,162.902908,61.700001
3/4/09,159.619614,64.809998
3/5/09,152.972977,64.769997
3/6/09,154.439438,61.689999
3/9/09,145.590591,60.490002
3/10/09,154.239243,65.709999
3/11/09,159.11412,68.540001
3/12/09,161.926926,69.580002
3/13/09,162.372375,68.629997
3/16/09,160.005005,66.980003
3/17/09,167.837845,71.349998
3/18/09,166.716721,71.25
3/19/09,165.135132,70.099998
3/20/09,165.245239,69.959999
3/23/09,174.474472,75.580002
3/24/09,173.758759,72.809998
3/25/09,172.207214,72.400002
3/26/09,176.821823,73.690002
3/27/09,174.024017,70.519997
3/30/09,171.51651,71.440002
3/31/09,174.204208,73.440002
4/1/09,177.222229,73.5
4/2/09,181.431427,76.339996
4/3/09,185.075073,78.169998
4/6/09,184.304306,77.989998
4/7/09,179.504501,75.510002
4/8/09,181.181183,76.980003
4/9/09,186.436432,79.769997
4/13/09,189.244247,78.940002
4/14/09,184.639633,77.220001
4/15/09,189.939941,74.709999
4/16/09,194.56456,77.25
4/17/09,196.316315,78.050003
4/20/09,189.839844,77.57
4/21/09,190.925919,78.739998
4/22/09,192.122116,79.199997
4/23/09,192.537537,80.610001
4/24/09,194.939941,84.459999
4/27/09,193.168167,83.120003
4/28/09,192.047043,82.400002
4/29/09,195.930923,79.790001
4/30/09,198.183182,80.519997
5/1/09,197.042038,78.959999
5/4/09,201.191193,79.769997
5/5/09,201.696701,81.900002
5/6/09,201.936935,81.989998
5/7/09,198.50351,79.279999
5/8/09,203.868866,77.949997
5/11/09,204.194199,78.610001
5/12/09,199.704712,77.93
5/13/09,194.964966,74.190002
5/14/09,193.943939,75.110001
5/15/09,195.19519,73.599998
5/18/09,198.618622,75.949997
5/19/09,199.639633,77.870003
5/20/09,198.788788,77.970001
5/21/09,198.448456,75.959999
5/22/09,196.946945,75.639999
5/26/09,202.382385,78.389999
5/27/09,202.982986,77.099998
5/28/09,205.405411,77.650002
5/29/09,208.823822,77.989998
6/1/09,213.4935,83.050003
6/2/09,214.414413,84.93
6/3/09,216.041046,85.68
6/4/09,220.360367,85.519997
6/5/09,222.382385,87.559998
6/8/09,219.604599,86.360001
6/9/09,218.02803,87.080002
6/10/09,216.51651,86.589996
6/11/09,214.714722,85.690002
6/12/09,212.632629,84.080002
6/15/09,208.593597,83.18
6/16/09,208.208206,82.150002
6/17/09,207.787781,82.650002
6/18/09,207.237244,81.599998
6/19/09,210.255249,82.959999
6/22/09,203.878876,79.150002
6/23/09,203.043045,77.68
6/24/09,204.849854,79.269997
6/25/09,208.093094,82.199997
6/26/09,212.872879,83.879997
6/29/09,212.282288,83.029999
6/30/09,211.006012,83.660004
7/1/09,209.704712,81.599998
7/2/09,204.449448,79.32
7/6/09,205.01001,78.099998
7/7/09,198.513519,75.629997
7/8/09,201.446442,77.360001
7/9/09,205.400406,78.099998
7/10/09,207.40741,77.629997
7/13/09,212.362366,81.470001
7/14/09,212.557556,81.949997
7/15/09,219.304306,84.550003
7/16/09,221.521515,86.110001
7/17/09,215.340347,85.849998
7/20/09,215.300293,88.230003
7/21/09,214.164169,89.010002
7/22/09,214.059052,88.790001
7/23/09,218.888885,93.870003
7/24/09,223.583588,86.489998
7/27/09,222.62262,84.239998
7/28/09,220.145142,84.980003
7/29/09,218.338333,84.339996
7/30/09,223.043045,86.089996
7/31/09,221.74675,85.760002
8/3/09,226.331329,87.440002
8/4/09,227.092087,85.800003
8/5/09,225.795792,84.290001
8/6/09,225.405411,84.470001
8/7/09,228.778778,85.32
8/10/09,228.533539,84.440002
8/11/09,227.197205,83.559998
8/12/09,229.519516,85.959999
8/13/09,231.371368,84.599998
8/14/09,230.230225,83.580002
8/17/09,222.667664,81.059998
8/18/09,222.862869,82.120003
8/19/09,222.207214,83
8/20/09,230.43544,84.089996
8/21/09,232.852859,85
8/24/09,234.599594,84.5
8/25/09,235.920914,84.190002
8/26/09,234.234238,84
8/27/09,233.26326,84.309998
8/28/09,232.607605,82.760002
8/31/09,231.066071,81.190002
9/1/09,228.108109,79.160004
9/2/09,226.731735,78.139999
9/3/09,228.988983,78.459999
9/4/09,230.880875,78.870003
9/8/09,229.539536,80.900002
9/9/09,232.217224,82.239998
9/10/09,235.705704,83.849998
9/11/09,236.306305,84.540001
9/14/09,237.797791,83.860001
9/15/09,239.009003,83.550003
9/16/09,244.389389,90.699997
9/17/09,246.10611,90.440002
9/18/09,245.975983,90.279999
9/21/09,248.748749,90.559998
9/22/09,249.779785,93.75
9/23/09,249.479477,92.379997
9/24/09,248.633636,92.110001
9/25/09,246.486481,90.519997
9/28/09,249.514511,92.209999
9/29/09,249.514511,91.720001
9/30/09,248.173172,93.360001
10/1/09,243.843842,91.040001
10/2/09,242.532532,89.849998
10/5/09,244.504501,88.669998
10/6/09,249.619614,90.910004
10/7/09,259.029022,93.970001
10/8/09,257.347351,95.220001
10/9/09,258.383392,95.709999
10/12/09,262.282288,93.599998
10/13/09,263.318329,94.830002
10/14/09,267.927917,97.459999
10/15/09,265.220215,96.010002
10/16/09,275.200195,95.32
10/19/09,276.32132,94.68
10/20/09,276.136139,94.980003
10/21/09,275.825836,93.419998
10/22/09,277.322327,93.449997
10/23/09,277.122131,118.489998
10/26/09,277.382385,124.639999
10/27/09,274.419434,122.07
10/28/09,270.42041,121.639999
10/29/09,275.800812,122.580002
10/30/09,268.328339,118.809998
11/2/09,267.262268,118.839996
11/3/09,268.91391,118.370003
11/4/09,270.435425,117.099998
11/5/09,274.599609,120.610001
11/6/09,275.825836,126.199997
11/9/09,281.53653,126.669998
11/10/09,283.663666,130.149994
11/11/09,285.565552,129.910004
11/12/09,284.209198,130.529999
11/13/09,286.31131,132.970001
11/16/09,288.428436,131.589996
11/17/09,289.034027,131.25
11/18/09,288.613617,131.289993
11/19/09,286.781769,128.990005
11/20/09,285.265259,129.660004
11/23/09,291.466461,133
11/24/09,291.836823,132.940002
11/25/09,293.163177,134.029999
11/27/09,290.170166,131.740005
11/30/09,291.791779,135.910004
12/1/09,295.230225,138.5
12/2/09,294.049042,142.25
12/3/09,293.163177,141.169998
12/4/09,292.797791,137.580002
12/7/09,293.418427,134.210007
12/8/09,293.818817,134.110001
12/9/09,294.80481,131.309998
12/10/09,296.046051,135.380005
12/11/09,295.550537,134.149994
12/14/09,298.163177,131.380005
12/15/09,296.866852,130.229996
12/16/09,299.179169,128.360001
12/17/09,297.267273,126.910004
12/18/09,298.508514,128.479996
12/21/09,299.639648,132.789993
12/22/09,300.86087,133.75
12/23/09,306.146149,138.940002
12/24/09,309.549561,138.470001
12/28/09,311.746735,139.309998
12/29/09,310.01001,139.410004
12/30/09,311.676666,136.490005
12/31/09,310.300293,134.520004
1/4/10,313.68869,133.899994
1/5/10,312.307312,134.690002
1/6/10,304.434448,132.25
1/7/10,297.347351,130
1/8/10,301.31131,133.520004
1/11/10,300.855865,130.309998
1/12/10,295.535522,127.349998
1/13/10,293.838837,129.110001
1/14/10,295.220215,127.349998
1/15/10,290.290283,127.139999
1/19/10,294.104095,127.610001
1/20/10,290.495483,125.779999
1/21/10,291.781769,126.620003
1/22/10,275.280273,121.43
1/25/10,270.270264,120.309998
1/26/10,271.481476,119.480003
1/27/10,271.32132,122.75
1/28/10,267.412415,126.029999
1/29/10,265.235229,125.410004
2/1/10,266.776764,118.870003
2/2/10,265.825836,118.120003
2/3/10,270.680695,119.099998
2/4/10,263.653656,115.940002
2/5/10,265.910919,117.389999
2/8/10,267.002014,116.830002
2/9/10,268.488495,118.029999
2/10/10,267.492493,117.360001
2/11/10,268.468475,120.089996
2/12/10,266.826813,119.660004
2/16/10,270.920929,117.529999
2/17/10,269.374359,116.309998
2/18/10,271.881897,118.080002
2/19/10,270.650665,117.519997
2/22/10,271.671661,118.010002
2/23/10,267.802795,117.239998
2/24/10,266.001007,119.720001
2/25/10,263.478485,118.199997
2/26/10,263.663666,118.400002
3/1/10,266.611603,124.540001
3/2/10,270.800812,125.529999
3/3/10,272.932922,125.889999
3/4/10,277.572571,128.529999
3/5/10,282.38739,128.910004
3/8/10,281.521515,130.110001
3/9/10,280.375366,128.820007
3/10/10,288.513519,130.509995
3/11/10,290.86087,133.580002
3/12/10,290.060059,131.820007
3/15/10,281.871857,131.130005
3/16/10,282.882874,131.789993
3/17/10,283.063049,131.339996
3/18/10,283.48349,132.759995
3/19/10,280.280273,130.350006
3/22/10,279.029022,130.470001
3/23/10,274.77478,129.259995
3/24/10,278.943939,128.039993
3/25/10,281.72171,134.729996
3/26/10,281.626617,135.059998
3/29/10,281.5065,135.119995
3/30/10,283.638641,136.580002
3/31/10,283.843842,135.770004
4/1/10,284.684692,131.809998
4/5/10,285.790802,131.490005
4/6/10,284.394409,135.559998
4/7/10,282.052063,134.869995
4/8/10,284.029022,140.960007
4/9/10,283.393402,140.059998
4/12/10,286.651642,141.199997
4/13/10,293.67868,140.160004
4/14/10,294.7948,144.279999
4/15/10,297.947937,145.820007
4/16/10,275.350342,142.169998
4/19/10,275.325317,142.429993
4/20/10,277.797791,144.199997
4/21/10,277.427429,146.429993
4/22/10,273.803802,150.089996
4/23/10,272.767761,143.630005
4/26/10,266.08609,147.110001
4/27/10,264.7948,142.020004
4/28/10,264.859863,139.350006
4/29/10,266.266266,141.729996
4/30/10,263.113098,137.100006
5/3/10,265.565552,137.490005
5/4/10,253.438446,129.830002
5/5/10,255.135132,130.929993
5/6/10,249.584579,128.710007
5/7/10,246.816818,124.980003
5/10/10,261.08609,131.289993
5/11/10,254.779785,130.460007
5/12/10,252.947952,133.869995
5/13/10,255.695694,131.470001
5/14/10,254.019012,128.529999
5/17/10,254.239243,128.910004
5/18/10,249.434433,126.279999
5/19/10,247.462463,124.589996
5/20/10,237.742737,119.709999
5/21/10,236.261261,122.720001
5/24/10,238.818817,122.120003
5/25/10,238.773773,124.860001
5/26/10,237.972977,123.209999
5/27/10,245.475479,126.699997
5/28/10,243.05806,125.459999
6/1/10,241.426422,123.239998
6/2/10,246.931931,126.309998
6/3/10,253.053055,128.759995
6/4/10,249.609604,122.769997
6/7/10,243.003006,122.010002
6/8/10,242.632629,118.839996
6/9/10,237.247253,117.910004
6/10/10,243.748749,123.209999
6/11/10,244.494492,123.029999
6/14/10,241.836838,123.830002
6/15/10,249.244247,126.839996
6/16/10,250.88588,126.900002
6/17/10,250.290283,125.889999
6/18/10,250.265259,125.830002
6/21/10,244.524521,122.550003
6/22/10,243.368362,122.309998
6/23/10,241.266266,121.449997
6/24/10,237.787781,118.330002
6/25/10,236.576584,121
6/28/10,236.276276,117.800003
6/29/10,227.357361,108.610001
6/30/10,222.697693,109.260002
7/1/10,219.964966,110.959999
7/2/10,218.4935,109.139999
7/6/10,218.25325,110.059998
7/7/10,225.325333,113.43
7/8/10,228.508514,116.220001
7/9/10,233.978973,117.260002
7/12/10,238.153152,119.510002
7/13/10,244.844849,123.650002
7/14/10,245.915909,123.300003
7/15/10,247.257263,122.059998
7/16/10,230.035034,118.489998
7/19/10,233.323318,119.940002
7/20/10,241.036041,120.099998
7/21/10,238.988983,117.43
7/22/10,242.647644,120.07
7/23/10,245.275269,118.870003
7/26/10,244.729736,118.400002
7/27/10,246.561554,117.129997
7/28/10,242.417419,117.129997
7/29/10,242.737732,116.860001
7/30/10,242.667664,117.889999
8/2/10,245.450455,120.07
8/3/10,245.160156,122.419998
8/4/10,253.413406,127.580002
8/5/10,254.304306,127.830002
8/6/10,250.360367,128.320007
8/9/10,252.927933,128.830002
8/10/10,252.107101,130
8/11/10,246.116119,125.889999
8/12/10,246.251251,126.559998
8/13/10,243.418411,124.690002
8/16/10,243.03804,126.07
8/17/10,245.505508,128.860001
8/18/10,241.316315,129.649994
8/19/10,234.219223,127.57
8/20/10,231.241241,127.760002
8/23/10,232.267273,126.599998
8/24/10,225.920914,124.529999
8/25/10,227.537537,126.849998
8/26/10,225.715714,124.860001
8/27/10,229.644638,126.639999
8/30/10,226.571579,123.790001
8/31/10,225.235229,124.830002
9/1/10,230.395401,132.490005
9/2/10,231.821823,135.210007
9/3/10,235.385391,138.789993
9/7/10,232.432434,137.220001
9/8/10,235.525528,139.139999
9/9/10,238.328323,140.380005
9/10/10,238.308304,142.440002
9/13/10,241.376373,145.070007
9/14/10,240.45546,145.75
9/15/10,240.560562,145.449997
9/16/10,240.770767,148.130005
9/17/10,245.320328,148.320007
9/20/10,254.394394,151.300003
9/21/10,256.987,150.729996
9/22/10,258.25827,151.830002
9/23/10,256.997009,152.850006
9/24/10,263.908905,160.729996
9/27/10,265.470459,159.369995
9/28/10,263.848846,159.699997
9/29/10,264.1091,158.990005
9/30/10,263.158173,157.059998
10/1/10,263.073059,153.710007
10/4/10,261.436432,155.389999
10/5/10,269.384399,160.869995
10/6/10,267.442444,155.399994
10/7/10,265.270264,156.270004
10/8/10,268.443451,155.550003
10/11/10,269.689697,153.029999
10/12/10,270.965973,156.479996
10/13/10,271.921936,155.169998
10/14/10,270.735748,155.529999
10/15/10,301.026031,164.639999
10/18/10,309.164154,163.559998
10/19/10,304.219208,158.669998
10/20/10,304.294281,158.669998
10/21/10,306.3013,164.970001
10/22/10,306.571564,169.130005
10/25/10,308.558563,169
10/26/10,309.609619,169.949997
10/27/10,308.543549,167.509995
10/28/10,309.599609,166.839996
10/29/10,307.157166,165.229996
11/1/10,307.8078,162.580002
11/2/10,308.108093,164.610001
11/3/10,310.400391,168.470001
11/4/10,312.447449,168.929993
11/5/10,312.852844,170.770004
11/8/10,313.6987,171.990005
11/9/10,312.722717,170.270004
11/10/10,311.75174,173.330002
11/11/10,308.9039,170.369995
11/12/10,301.94696,165.679993
11/15/10,298.03302,158.899994
11/16/10,292.152161,157.779999
11/17/10,292.067078,158.350006
11/18/10,298.578583,164.169998
11/19/10,295.710724,164.820007
11/22/10,295.905914,170.389999
11/23/10,291.796783,168.199997
11/24/10,297.782776,177.25
11/26/10,295.295288,177.199997
11/29/10,291.346344,179.490005
11/30/10,278.133148,175.399994
12/1/10,282.457458,176.550003
12/2/10,286.196198,176.529999
12/3/10,286.786774,175.679993
12/6/10,289.469482,178.050003
12/7/10,293.863861,176.770004
12/8/10,295.565552,176.289993
12/9/10,296.046051,174.850006
12/10/10,296.401398,175.619995
12/13/10,297.607605,174.25
12/14/10,297.752747,173.940002
12/15/10,295.445435,175.570007
12/16/10,296.151154,178.039993
12/17/10,295.695709,177.580002
12/20/10,297.82782,183.289993
12/21/10,301.836823,184.75
12/22/10,303.048035,184.759995
12/23/10,302.417419,182.589996
12/27/10,301.491486,182.139999
12/28/10,299.759766,181.089996
12/29/10,300.800812,183.369995
12/30/10,299.729736,182.75
12/31/10,297.282288,180
1/3/11,302.477478,184.220001
1/4/11,301.361359,185.009995
1/5/11,304.839844,187.419998
1/6/11,307.057068,185.860001
1/7/11,308.528534,185.490005
1/10/11,307.412415,184.679993
1/11/11,308.313324,184.339996
1/12/11,308.743744,184.080002
1/13/11,308.653656,185.529999
1/14/11,312.402405,188.75
1/18/11,320.135132,191.25
1/19/11,316.191193,186.869995
1/20/11,313.6987,181.960007
1/21/11,306.221222,177.419998
1/24/11,305.845856,176.850006
1/25/11,310.265259,176.699997
1/26/11,308.558563,175.389999
1/27/11,308.703705,184.449997
1/28/11,300.795807,171.139999
1/31/11,300.480469,169.639999
2/1/11,305.825836,172.110001
2/2/11,306.306305,173.529999
2/3/11,305.380371,173.710007
2/4/11,305.795807,175.929993
2/7/11,307.452454,176.429993
2/8/11,309.499512,183.059998
2/9/11,308.558563,185.300003
2/10/11,308.528534,186.210007
2/11/11,312.562561,189.25
2/14/11,314.389404,190.419998
2/15/11,312.38739,189.029999
2/16/11,312.422424,186.619995
2/17/11,312.942932,187.759995
2/18/11,315.355347,186.5
2/22/11,305.4104,180.419998
2/23/11,305.965973,176.679993
2/24/11,304.714722,177.75
2/25/11,305.325317,177.240005
2/28/11,307.007019,173.289993
3/1/11,300.680695,169.440002
3/2/11,300.695709,172.020004
3/3/11,305.085083,172.789993
3/4/11,300.610596,171.669998
3/7/11,296.126129,169.080002
3/8/11,296.451447,166.889999
3/9/11,296.181183,169.050003
3/10/11,290.44043,166.139999
3/11/11,288.643646,168.070007
3/14/11,285.280273,166.729996
3/15/11,285.065063,165.080002
3/16/11,278.828827,164.699997
3/17/11,280.960968,160.970001
3/18/11,280.810822,161.820007
3/21/11,288.538544,164.520004
3/22/11,288.948944,162.600006
3/23/11,291.371368,165.320007
3/24/11,293.738739,171.100006
3/25/11,290.160156,170.979996
3/28/11,287.967957,169.350006
3/29/11,291.156158,174.619995
3/30/11,291.211212,179.419998
3/31/11,293.673676,180.130005
4/1/11,296.196198,180.130005
4/4/11,294.134125,182.940002
4/5/11,284.829834,185.289993
4/6/11,287.37738,182.759995
4/7/11,290.290283,184.910004
4/8/11,289.369354,184.710007
4/11/11,288.973969,184.039993
4/12/11,285.590576,180.479996
4/13/11,288.428436,182.289993
4/14/11,289.544556,181.820007
4/15/11,265.615601,180.009995
4/18/11,263.683685,178.339996
4/19/11,261.026031,178.820007
4/20/11,263.128143,183.869995
4/21/11,262.812805,185.889999
4/25/11,262.787781,185.419998
4/26/11,266.676666,182.300003
4/27/11,269.149139,196.630005
4/28/11,269.254242,195.070007
4/29/11,272.322327,195.809998
5/2/11,269.549561,201.190002
5/3/11,267.212219,198.449997
5/4/11,268.163177,199.970001
5/5/11,267.402405,197.110001
5/6/11,267.917908,197.600006
5/9/11,269.1091,200.800003
5/10/11,271.601593,203.940002
5/11/11,267.992981,204.380005
5/12/11,267.792786,206.070007
5/13/11,265.040039,202.559998
5/16/11,259.469482,192.509995
5/17/11,265.495483,194.809998
5/18/11,265.170166,197.089996
5/19/11,265.8909,198.800003
5/20/11,262.277283,198.649994
5/23/11,259.454468,196.220001
5/24/11,259.389404,193.270004
5/25/11,260.095093,192.259995
5/26/11,259.32431,195
5/27/11,260.710724,194.130005
5/31/11,264.77478,196.690002
6/1/11,263.063049,192.399994
6/2/11,264.294281,193.649994
6/3/11,261.801788,188.320007
6/6/11,260.790802,185.690002
6/7/11,259.77478,187.550003
6/8/11,259.844849,188.050003
6/9/11,258.623627,189.679993
6/10/11,255.01001,186.529999
6/13/11,252.617615,186.289993
6/14/11,254.439438,189.960007
6/15/11,251.72673,185.979996
6/16/11,250.43544,183.649994
6/17/11,242.752747,186.369995
6/20/11,242.532532,187.720001
6/21/11,246.74675,194.229996
6/22/11,243.748749,191.630005
6/23/11,240.350357,194.160004
6/24/11,237.677673,192.550003
6/27/11,241.641647,201.25
6/28/11,247.072067,202.350006
6/29/11,249.034027,204.179993
6/30/11,253.443451,204.490005
7/1/11,260.775787,209.490005
7/5/11,266.486481,213.190002
7/6/11,267.947937,214.190002
7/7/11,273.573578,216.740005
7/8/11,266.261261,218.279999
7/11/11,263.9039,212.550003
7/12/11,267.272278,211.229996
7/13/11,269.399414,213.5
7/14/11,264.734741,210.380005
7/15/11,299.1091,212.869995
7/18/11,297.767761,211.529999
7/19/11,301.576569,218.059998
7/20/11,297.972961,215.550003
7/21/11,303.798798,213.210007
7/22/11,309.424438,216.520004
7/25/11,309.799805,213.490005
7/26/11,311.571564,214.179993
7/27/11,303.91391,222.520004
7/28/11,305.775787,223.899994
7/29/11,302.147156,222.520004
8/1/11,303.68869,221.320007
8/2/11,296.49649,211.699997
8/3/11,300.885895,209.960007
8/4/11,289.049042,201.479996
8/5/11,289.809814,202.699997
8/8/11,273.283295,193.699997
8/9/11,286.992004,205.089996
8/10/11,274.779785,194.130005
8/11/11,281.346344,198.360001
8/12/11,282.167175,202.300003
8/15/11,278.89389,202.949997
8/16/11,269.769775,197.679993
8/17/11,266.841827,195.929993
8/18/11,252.692688,182.520004
8/19/11,245.705704,178.929993
8/22/11,249.334335,177.539993
8/23/11,259.669678,193.550003
8/24/11,261.906921,193.729996
8/25/11,260.280273,192.029999
8/26/11,263.693695,199.270004
8/29/11,269.809814,206.529999
8/30/11,270.620605,210.919998
8/31/11,270.750763,215.229996
9/1/11,266.51651,212.539993
9/2/11,262.682678,210
9/6/11,261.351349,216.179993
